mGL-A,mGL-H,cond,replicate,sampleNum
3512,1746,mGL,2,1
1929,1117,mGL,2,1
13279,5935,mGL,1,1
1280,539,mGL,0,1
20536,13891,mGL,2,1
614,495,mGL,1,1
21457,9257,mGL,2,4
275,120,mGL,0,1
152,130,mGL,1,1
2115,1270,mGL,0,3
106,83,mGL,0,2
2152,1094,mGL,2,2
325,113,mGL,2,3
2687,1791,mGL,0,3
1504,953,mGL,1,2
4187,1626,mGL,1,1
96,57,mGL,2,3
2841,1793,mGL,1,2
9243,2470,mGL,2,3
30,78,mGL,2,1
1775,881,mGL,0,2
3279,1347,mGL,0,1
1302,555,mGL,0,2
8750,4234,mGL,2,3
6734,4904,mGL,0,1
877,670,mGL,0,2
5209,2845,mGL,2,4
42,92,mGL,2,3
660,239,mGL,0,2
1917,1034,mGL,0,3
488,158,mGL,0,1
4111,1690,mGL,1,2
15715,7664,mGL,0,3
2008,759,mGL,0,2
1141,824,mGL,0,1
857,656,mGL,2,3
40121,16055,mGL,1,2
2600,1148,mGL,0,2
446,258,mGL,2,3
728,467,mGL,0,3
1338,688,mGL,1,4
5323,2703,mGL,1,1
2934,1631,mGL,0,1
5661,4064,mGL,1,2
13540,6355,mGL,0,3
73,73,mGL,1,2
169,104,mGL,2,3
256,100,mGL,0,3
133,91,mGL,2,4
11561,7398,mGL,0,3
709,419,mGL,0,3
86,80,mGL,1,2
180,107,mGL,0,1
252,174,mGL,1,1
151,69,mGL,1,2
1007,406,mGL,1,1
2017,1050,mGL,0,2
2176,968,mGL,0,2
578,498,mGL,1,3
182,110,mGL,2,3
5324,2057,mGL,1,4
4323,2299,mGL,0,2
472,353,mGL,1,2
4048,2363,mGL,0,2
2050,735,mGL,2,2
5205,3072,mGL,1,3
3985,2777,mGL,1,4
713,444,mGL,0,1
124,110,mGL,1,3
34,76,mGL,2,2
54,57,mGL,0,2
247,95,mGL,0,2
6291,4066,mGL,0,2
11,48,mGL,1,2
4477,2645,mGL,2,2
1226,829,mGL,1,2
30,60,mGL,0,3
146,135,mGL,1,4
12392,6016,mGL,1,2
2035,1507,mGL,2,1
4615,2628,mGL,0,1
54,55,mGL,2,1
1872,1165,mGL,0,3
1167,719,mGL,2,3
9169,4214,mGL,0,1
10,107,mGL,0,1
4105,2027,mGL,2,1
14,65,mGL,2,2
225,133,mGL,0,3
46,49,mGL,0,2
171,97,mGL,0,2
26,61,mGL,2,3
21156,8596,mGL,1,2
291,143,mGL,2,1
3287,1453,mGL,0,1
1686,1059,mGL,1,4
9275,4824,mGL,1,3
3420,2003,mGL,2,4
15100,10558,mGL,1,2
3320,2079,mGL,0,2
1582,802,mGL,2,1
239,211,mGL,0,3
4164,2368,mGL,0,1
8,60,mGL,2,2
150,105,mGL,2,3
2019,1141,mGL,1,3
4075,2609,mGL,1,3
35,103,mGL,0,1
12249,7614,mGL,1,2
41,75,mGL,2,1
25085,13666,mGL,1,2
679,540,mGL,0,3
112,93,mGL,1,1
388,273,mGL,2,3
2069,1389,mGL,2,1
2117,1159,mGL,1,1
690,569,mGL,2,1
5,62,mGL,2,1
69,94,mGL,2,4
3326,1399,mGL,2,4
4328,2380,mGL,2,2
164,85,mGL,2,3
4831,3364,mGL,1,2
1523,1134,mGL,1,1
15097,7399,mGL,1,2
5056,2908,mGL,0,3
5353,3050,mGL,0,3
1383,1024,mGL,2,1
101,73,mGL,0,2
1957,1197,mGL,1,3
3145,2140,mGL,0,2
111,75,mGL,1,3
1988,1486,mGL,0,1
159,98,mGL,0,3
6557,2400,mGL,0,2
127,126,mGL,2,1
97,101,mGL,0,1
1320,600,mGL,0,2
20,59,mGL,1,4
7437,4122,mGL,0,1
1911,1191,mGL,2,4
25,63,mGL,2,1
8223,6106,mGL,0,1
105,94,mGL,0,2
2341,1554,mGL,2,3
248,207,mGL,1,2
3213,2263,mGL,1,3
59,73,mGL,1,4
3790,1360,mGL,2,1
1631,760,mGL,1,4
3771,1829,mGL,1,1
4691,3209,mGL,0,2
1375,831,mGL,1,3
1100,555,mGL,0,2
8,84,mGL,0,1
8015,5088,mGL,1,3
2931,2036,mGL,0,2
13845,7392,mGL,1,4
10820,6204,mGL,1,3
11948,5310,mGL,0,2
1120,836,mGL,1,2
173,142,mGL,2,2
214,197,mGL,0,2
2325,1318,mGL,2,1
1658,1017,mGL,0,1
848,678,mGL,1,3
1149,698,mGL,1,1
6851,3398,mGL,0,1
116,119,mGL,0,2
154,133,mGL,2,3
6237,2583,mGL,1,3
6902,3885,mGL,0,3
9111,5159,mGL,1,4
7437,4698,mGL,0,3
4957,2731,mGL,2,3
1986,1259,mGL,0,3
9938,5107,mGL,1,2
130,119,mGL,0,2
3624,1581,mGL,1,1
1588,882,mGL,1,1
22,61,mGL,0,3
1080,658,mGL,0,3
5149,2043,mGL,0,2
2378,1169,mGL,0,1
1311,695,mGL,1,1
763,519,mGL,1,1
5576,3597,mGL,0,2
1134,647,mGL,0,2
86,90,mGL,2,1
151,92,mGL,0,2
3702,2257,mGL,0,3
49197,21376,mGL,1,1
3297,1984,mGL,0,2
2594,1837,mGL,1,3
1646,1017,mGL,0,3
5978,3235,mGL,0,2
5183,3052,mGL,2,3
9380,4640,mGL,1,3
20064,9766,mGL,0,1
1785,1290,mGL,0,2
6266,4173,mGL,1,3
142,139,mGL,2,3
22218,15034,mGL,1,3
1011,651,mGL,2,2
145,86,mGL,2,4
1392,878,mGL,0,3
1910,1365,mGL,0,2
250,110,mGL,1,4
849,389,mGL,0,3
3830,2303,mGL,1,4
3214,2087,mGL,0,1
2299,1541,mGL,1,2
32,87,mGL,2,4
1564,877,mGL,2,3
5519,3376,mGL,1,3
41248,27239,mGL,1,4
2908,1660,mGL,0,2
5034,2896,mGL,1,4
6071,4123,mGL,1,3
728,510,mGL,2,1
922,694,mGL,1,2
52,71,mGL,0,2
57,49,mGL,1,2
25,90,mGL,0,3
1818,610,mGL,0,2
4721,2521,mGL,2,3
34052,20620,mGL,1,1
18807,8278,mGL,1,2
3055,1927,mGL,1,2
940,640,mGL,0,3
257,151,mGL,1,2
2784,2040,mGL,1,4
62,65,mGL,1,1
5617,3319,mGL,1,3
82,75,mGL,1,3
238,111,mGL,2,2
273,156,mGL,2,2
173,165,mGL,2,1
12895,8391,mGL,1,2
10245,4303,mGL,2,4
9787,6193,mGL,0,3
22,58,mGL,0,2
116,66,mGL,1,2
6175,3522,mGL,0,1
56,63,mGL,2,3
9029,3699,mGL,1,1
19,49,mGL,2,4
79,80,mGL,0,1
65,101,mGL,1,2
6154,3794,mGL,1,2
4320,2553,mGL,1,3
1172,665,mGL,2,4
1486,759,mGL,2,2
479,325,mGL,1,3
168,79,mGL,0,1
2,74,mGL,0,3
4958,2606,mGL,0,2
14,54,mGL,2,2
143,95,mGL,2,1
5474,3859,mGL,0,2
1277,779,mGL,1,4
2162,1355,mGL,0,2
3057,2048,mGL,0,2
53,90,mGL,2,3
800,453,mGL,0,2
2797,1882,mGL,2,3
15935,8342,mGL,0,3
432,274,mGL,0,2
2043,1398,mGL,0,2
114,71,mGL,1,3
1760,1068,mGL,0,2
572,464,mGL,0,2
594,442,mGL,1,3
19081,11361,mGL,2,3
2940,1587,mGL,0,3
302,157,mGL,2,3
271,168,mGL,2,3
1392,828,mGL,0,1
49,58,mGL,1,1
82,88,mGL,2,1
65,108,mGL,2,2
6344,2966,mGL,1,2
104,69,mGL,1,3
5152,3148,mGL,2,2
974,443,mGL,0,3
480,225,mGL,1,2
3134,1834,mGL,1,2
15026,8357,mGL,1,1
11677,5347,mGL,1,1
22,72,mGL,0,1
163,228,mGL,0,3
154,122,mGL,2,3
3751,2123,mGL,2,3
5434,2299,mGL,1,2
6868,4439,mGL,2,4
10054,5703,mGL,0,2
1074,548,mGL,2,1
756,422,mGL,0,1
1683,857,mGL,0,2
7241,3665,mGL,1,1
1558,951,mGL,2,3
1963,1221,mGL,0,2
1235,744,mGL,0,2
3670,2223,mGL,0,1
834,559,mGL,2,1
431,257,mGL,0,3
1977,1286,mGL,0,3
1201,764,mGL,0,1
73,94,mGL,2,2
7335,4293,mGL,0,2
650,277,mGL,0,2
3154,1493,mGL,0,1
18416,9832,mGL,1,1
1445,880,mGL,2,2
102,52,mGL,2,3
5,82,mGL,2,2
4056,2323,mGL,0,1
83,57,mGL,0,1
140,73,mGL,0,3
12001,4775,mGL,2,1
2976,1409,mGL,2,3
1935,1062,mGL,2,1
2774,1560,mGL,0,1
15169,6663,mGL,0,3
212,83,mGL,2,4
1479,560,mGL,1,1
641,319,mGL,1,3
1483,1012,mGL,0,1
15785,9271,mGL,1,2
265,125,mGL,0,2
3176,2288,mGL,1,1
78,94,mGL,0,1
195,86,mGL,0,1
2113,1436,mGL,2,3
4786,2989,mGL,1,2
56,72,mGL,1,3
225,144,mGL,2,1
2868,1606,mGL,2,3
2678,1445,mGL,2,4
1097,550,mGL,0,3
1687,675,mGL,0,1
448,159,mGL,0,1
5608,3509,mGL,2,3
741,585,mGL,2,1
656,430,mGL,1,3
75,70,mGL,2,1
564,432,mGL,1,3
21024,9720,mGL,1,2
50937,26383,mGL,2,4
32,86,mGL,2,1
1129,722,mGL,2,2
295,149,mGL,1,4
494,345,mGL,0,3
1,53,mGL,0,1
101,78,mGL,1,4
1871,1000,mGL,1,1
103,93,mGL,0,2
156,86,mGL,1,2
94,68,mGL,2,2
4080,2663,mGL,0,3
2290,958,mGL,1,1
222,132,mGL,2,4
1853,990,mGL,2,3
1469,798,mGL,0,3
1512,709,mGL,1,4
3042,1455,mGL,0,3
1077,761,mGL,1,2
769,445,mGL,1,2
4651,3028,mGL,0,2
1903,957,mGL,2,3
160,78,mGL,1,2
1920,1106,mGL,0,1
3113,1580,mGL,2,3
128,124,mGL,0,2
5,68,mGL,1,3
42,60,mGL,0,1
228,86,mGL,1,2
203,82,mGL,2,1
125,106,mGL,2,1
186,199,mGL,1,2
8035,5601,mGL,1,4
3452,2092,mGL,0,2
19671,10904,mGL,1,3
189,92,mGL,1,3
59,63,mGL,2,2
1353,791,mGL,0,1
91,56,mGL,2,2
7689,3645,mGL,1,1
501,346,mGL,0,1
247,178,mGL,0,2
11999,7127,mGL,1,1
106,91,mGL,2,1
5305,2829,mGL,1,4
3057,1455,mGL,2,1
1151,650,mGL,0,1
32955,12895,mGL,1,1
2855,1797,mGL,1,2
2463,1187,mGL,0,1
1543,874,mGL,0,3
8825,4807,mGL,0,2
165,109,mGL,2,2
42,68,mGL,2,3
1420,793,mGL,1,1
34,101,mGL,0,3
4494,2926,mGL,0,1
133,133,mGL,0,2
29,122,mGL,2,4
105,83,mGL,1,1
14321,8122,mGL,2,3
5026,2765,mGL,2,1
369,218,mGL,2,2
96,100,mGL,0,3
215,98,mGL,1,2
781,396,mGL,0,1
10145,7374,mGL,1,2
56,78,mGL,0,1
694,549,mGL,0,3
377,159,mGL,0,1
31,70,mGL,2,2
33,78,mGL,1,3
8755,3514,mGL,2,1
5440,3339,mGL,0,3
776,520,mGL,1,4
104,83,mGL,1,4
1990,1132,mGL,0,3
6802,4188,mGL,0,2
13162,5543,mGL,0,2
2162,1393,mGL,0,3
166,82,mGL,0,1
3083,1547,mGL,0,3
11950,8672,mGL,2,1
26,58,mGL,0,3
32,53,mGL,0,3
101,70,mGL,0,3
3146,1712,mGL,0,1
23,75,mGL,0,2
2516,1327,mGL,0,2
10812,5239,mGL,2,2
157,97,mGL,2,4
1187,855,mGL,0,3
7764,3438,mGL,0,2
749,541,mGL,0,3
72,83,mGL,2,3
1343,1040,mGL,1,3
395,241,mGL,0,3
4538,3443,mGL,0,3
1406,717,mGL,2,3
10112,5798,mGL,0,3
6906,4491,mGL,1,4
151,89,mGL,1,4
7965,4665,mGL,0,1
82,63,mGL,0,2
2083,1014,mGL,1,3
15749,7909,mGL,1,2
1358,571,mGL,0,3
9223,6614,mGL,1,3
21,48,mGL,0,2
269,266,mGL,1,1
4414,2781,mGL,1,4
160,106,mGL,1,3
843,670,mGL,1,4
2492,1276,mGL,1,2
299,132,mGL,2,2
1087,481,mGL,0,1
1523,974,mGL,0,3
143,103,mGL,1,3
1272,853,mGL,0,1
87,93,mGL,2,3
227,85,mGL,1,1
416,201,mGL,2,3
154,94,mGL,2,4
1438,934,mGL,0,2
15433,10854,mGL,1,4
16249,9468,mGL,1,3
10157,5323,mGL,0,1
44,67,mGL,2,3
746,453,mGL,1,2
2048,1340,mGL,1,2
159,127,mGL,1,2
6821,4053,mGL,1,3
857,474,mGL,0,1
18,48,mGL,1,2
1221,762,mGL,0,2
24,58,mGL,1,4
618,516,mGL,0,2
48,87,mGL,0,3
94,66,mGL,0,1
23,55,mGL,0,1
246,107,mGL,1,2
1,94,mGL,1,1
14402,7964,mGL,1,4
304,195,mGL,2,4
43,81,mGL,0,1
5667,3373,mGL,1,2
165,83,mGL,2,4
7929,4414,mGL,0,2
2360,1004,mGL,2,3
7533,4557,mGL,1,1
154,106,mGL,1,2
125,81,mGL,2,2
6391,4387,mGL,0,3
1686,1173,mGL,1,2
462,274,mGL,2,4
2659,1546,mGL,0,1
5030,2914,mGL,2,1
7907,3658,mGL,0,1
24965,15910,mGL,1,2
3379,1893,mGL,0,1
372,286,mGL,1,1
8486,3585,mGL,2,3
114,90,mGL,0,3
4056,2376,mGL,0,1
17142,11394,mGL,0,1
329,129,mGL,2,3
32,77,mGL,2,3
13,60,mGL,1,1
75,78,mGL,0,3
118,140,mGL,1,1
7734,3284,mGL,1,1
949,596,mGL,0,2
7736,4062,mGL,2,1
1716,1016,mGL,2,1
12934,6488,mGL,1,4
1464,849,mGL,0,3
7390,4923,mGL,1,2
22871,11058,mGL,0,3
5198,2532,mGL,0,3
1755,1099,mGL,0,3
168,88,mGL,0,3
167,75,mGL,1,3
4242,3097,mGL,1,4
463,302,mGL,0,3
78,54,mGL,1,2
2099,1528,mGL,1,2
4274,2442,mGL,1,4
5696,2814,mGL,2,3
6,52,mGL,1,1
9183,4194,mGL,1,2
388,230,mGL,1,3
15124,8376,mGL,1,2
4599,2971,mGL,0,2
1139,548,mGL,1,1
40,88,mGL,0,3
1908,1182,mGL,2,3
20,40,mGL,0,1
5156,2967,mGL,2,4
3995,2511,mGL,1,3
14,63,mGL,2,3
153,86,mGL,0,3
9272,5991,mGL,0,2
109,84,mGL,2,1
31818,14652,mGL,1,1
122,87,mGL,0,2
162,94,mGL,2,1
21282,13134,mGL,1,1
990,637,mGL,2,2
56,66,mGL,1,3
495,252,mGL,1,1
2935,2087,mGL,0,3
2429,1357,mGL,0,1
1423,1035,mGL,0,3
544,432,mGL,0,3
84,83,mGL,0,2
1288,678,mGL,2,3
1547,817,mGL,1,1
36,47,mGL,2,1
5832,3328,mGL,0,2
6121,4196,mGL,1,1
91,73,mGL,1,4
43414,21736,mGL,0,3
2529,1578,mGL,2,2
75,77,mGL,2,3
1270,720,mGL,2,2
2161,1081,mGL,0,3
2398,1598,mGL,0,3
291,249,mGL,2,4
1641,774,mGL,2,1
7,60,mGL,2,4
138,77,mGL,0,2
6532,4581,mGL,1,3
33,68,mGL,0,2
1428,902,mGL,1,2
2321,1215,mGL,1,1
3605,2704,mGL,1,3
5285,3550,mGL,1,2
5438,2909,mGL,1,1
113,99,mGL,2,1
4251,2577,mGL,1,1
151,70,mGL,2,3
1042,530,mGL,0,2
828,498,mGL,1,1
440,236,mGL,2,4
161,104,mGL,1,3
158,99,mGL,0,2
1268,815,mGL,2,2
123,144,mGL,0,2
6449,4010,mGL,0,1
1411,873,mGL,2,3
314,153,mGL,0,2
1913,1050,mGL,1,2
5248,3518,mGL,1,4
138,77,mGL,1,2
1857,1287,mGL,0,2
7280,3891,mGL,1,4
1152,741,mGL,1,2
150,100,mGL,1,1
1852,1256,mGL,0,2
657,431,mGL,0,2
3027,2110,mGL,1,1
13,103,mGL,0,2
3228,1506,mGL,1,1
391,154,mGL,2,4
1620,1167,mGL,1,2
15389,9463,mGL,1,3
183,71,mGL,2,1
7102,3074,mGL,0,2
8,87,mGL,2,4
1217,904,mGL,1,3
253,94,mGL,0,3
1692,990,mGL,0,2
14039,7246,mGL,1,4
264,124,mGL,1,3
17392,8233,mGL,1,2
1625,753,mGL,0,1
6595,3840,mGL,0,2
54,80,mGL,2,3
2259,1228,mGL,0,1
1760,1066,mGL,1,4
97,85,mGL,0,1
86,68,mGL,2,3
240,146,mGL,0,3
805,669,mGL,1,2
1721,978,mGL,1,3
8626,3885,mGL,1,1
343,281,mGL,0,2
2903,1417,mGL,0,3
211,75,mGL,2,1
577,361,mGL,0,1
4557,3338,mGL,1,4
2271,1024,mGL,0,3
1784,885,mGL,2,1
58,44,mGL,2,3
8541,4397,mGL,1,4
164,139,mGL,2,3
746,433,mGL,0,1
3834,2421,mGL,1,3
438,258,mGL,2,3
9009,5473,mGL,1,1
2266,1266,mGL,0,1
3076,1542,mGL,1,1
201,96,mGL,2,3
2682,1643,mGL,1,4
825,335,mGL,2,4
9306,5132,mGL,1,1
25334,12282,mGL,0,3
93,79,mGL,0,2
786,488,mGL,1,4
5824,2813,mGL,1,3
2267,1601,mGL,0,2
5522,2543,mGL,1,1
4661,1861,mGL,0,2
435,296,mGL,1,1
1157,640,mGL,2,2
1160,839,mGL,2,2
5,45,mGL,2,3
3415,1879,mGL,2,1
29,89,mGL,2,3
2217,1836,mGL,1,3
8944,3930,mGL,0,3
190,133,mGL,1,3
2901,1735,mGL,2,1
6952,4793,mGL,1,1
2039,1288,mGL,0,2
195,120,mGL,2,2
2006,1368,mGL,1,4
10191,4505,mGL,1,1
4935,3463,mGL,1,4
3122,1714,mGL,0,2
43,62,mGL,2,4
613,374,mGL,0,3
988,646,mGL,0,1
2263,987,mGL,2,2
467,365,mGL,0,3
11,23,mGL,2,2
878,528,mGL,1,3
2061,1016,mGL,1,3
2187,1296,mGL,0,2
1574,1155,mGL,1,3
1606,1024,mGL,2,2
111,79,mGL,1,4
16897,7444,mGL,1,1
2525,2071,mGL,2,1
159,108,mGL,2,2
639,401,mGL,0,2
89,104,mGL,0,3
62,80,mGL,0,3
46,69,mGL,2,1
6549,2936,mGL,2,3
818,433,mGL,2,3
11095,6716,mGL,1,4
4303,2328,mGL,0,2
7375,4357,mGL,1,3
603,277,mGL,0,3
230,72,mGL,2,4
461,389,mGL,2,3
2861,1272,mGL,1,1
2211,1298,mGL,0,2
1454,999,mGL,2,2
682,421,mGL,0,2
46,55,mGL,0,3
19663,9210,mGL,2,3
19,79,mGL,1,3
3628,1811,mGL,1,4
120,92,mGL,0,2
6028,4053,mGL,1,3
5369,3925,mGL,1,2
12141,6225,mGL,1,4
163,62,mGL,1,3
177,75,mGL,1,1
6095,3730,mGL,2,4
7,43,mGL,1,1
2150,1111,mGL,0,2
210,91,mGL,1,4
5590,2646,mGL,1,3
412,184,mGL,1,1
2843,1529,mGL,2,3
5299,3080,mGL,0,3
4314,2260,mGL,0,3
7335,4515,mGL,0,1
245,104,mGL,2,4
6208,4073,mGL,0,3
918,466,mGL,2,2
3054,1948,mGL,0,2
158,72,mGL,2,3
568,388,mGL,1,4
3442,1870,mGL,0,3
17390,9591,mGL,0,2
1313,828,mGL,0,1
958,535,mGL,0,2
4549,2246,mGL,0,1
1514,921,mGL,0,2
1820,838,mGL,0,2
27,48,mGL,2,1
136,77,mGL,1,4
13444,5657,mGL,2,1
377,292,mGL,0,2
5231,2762,mGL,1,3
4014,2103,mGL,1,4
707,463,mGL,0,2
20,67,mGL,1,1
35,121,mGL,2,3
1829,1564,mGL,1,1
192,125,mGL,1,1
12391,7789,mGL,1,1
2016,1006,mGL,0,1
4171,2649,mGL,0,2
1034,600,mGL,0,1
40,54,mGL,1,2
1784,1296,mGL,1,1
2264,929,mGL,0,1
208,109,mGL,2,3
811,524,mGL,2,2
4269,3115,mGL,0,1
906,546,mGL,0,1
256,141,mGL,2,4
3219,1982,mGL,0,3
2453,1706,mGL,0,2
12,48,mGL,1,2
6785,4763,mGL,0,3
456,360,mGL,0,1
1244,782,mGL,0,2
549,275,mGL,2,3
7841,3203,mGL,2,3
3185,2343,mGL,1,4
20986,11639,mGL,1,2
118,81,mGL,1,4
20,56,mGL,2,3
2554,1489,mGL,0,1
108,99,mGL,2,3
3093,1715,mGL,0,3
1296,971,mGL,0,1
4711,2335,mGL,1,1
149,67,mGL,1,3
1199,769,mGL,0,3
96,69,mGL,1,1
2981,1276,mGL,0,2
271,208,mGL,0,3
485,209,mGL,2,2
83,75,mGL,2,1
635,296,mGL,0,3
27,55,mGL,2,4
1916,1038,mGL,0,3
118,109,mGL,0,3
733,422,mGL,0,3
917,497,mGL,2,3
108,63,mGL,2,4
2884,1843,mGL,1,2
6134,3544,mGL,0,1
13336,7761,mGL,2,1
66,99,mGL,0,2
5814,2589,mGL,0,2
2639,1638,mGL,2,1
5937,3252,mGL,0,2
4763,2962,mGL,0,3
12185,6870,mGL,1,2
245,110,mGL,1,1
78,63,mGL,2,3
4322,3246,mGL,1,1
825,435,mGL,2,3
2502,1835,mGL,1,4
901,560,mGL,1,2
401,209,mGL,1,2
25699,13768,mGL,1,1
6175,3064,mGL,0,1
1514,1007,mGL,0,2
99,81,mGL,1,3
132,79,mGL,0,3
189,168,mGL,1,1
980,533,mGL,0,1
123,91,mGL,2,2
158,124,mGL,2,4
737,568,mGL,0,2
1145,676,mGL,1,1
15587,9651,mGL,0,2
10760,5201,mGL,0,3
1362,912,mGL,0,2
1588,924,mGL,1,4
3548,2137,mGL,1,1
1242,717,mGL,1,1
3903,2697,mGL,1,3
7,49,mGL,1,3
1365,886,mGL,0,2
125,65,mGL,2,2
507,253,mGL,2,2
538,249,mGL,2,4
13829,7849,mGL,0,1
295,310,mGL,1,1
331,157,mGL,0,2
108,58,mGL,2,3
5080,2371,mGL,0,3
93,115,mGL,1,2
13,66,mGL,2,2
18254,11753,mGL,0,1
170,124,mGL,2,1
14952,5802,mGL,2,4
15373,8583,mGL,1,3
3,77,mGL,0,1
212,143,mGL,0,3
105,73,mGL,2,2
3024,1786,mGL,2,1
3698,2712,mGL,0,2
131,82,mGL,1,1
207,189,mGL,1,3
98,84,mGL,2,2
2222,1273,mGL,0,1
4441,2069,mGL,1,2
890,665,mGL,0,1
1826,946,mGL,0,2
663,520,mGL,1,4
10,38,mGL,0,1
1503,1061,mGL,1,4
1923,1175,mGL,1,3
42,71,mGL,2,1
1310,625,mGL,0,3
1396,691,mGL,0,2
1207,629,mGL,0,2
5481,2784,mGL,0,3
2738,1555,mGL,1,3
1626,1156,mGL,2,1
1096,812,mGL,1,4
1317,777,mGL,0,3
307,141,mGL,0,3
2935,1781,mGL,0,2
442,264,mGL,2,2
9958,5936,mGL,1,3
7344,5558,mGL,1,2
12807,5833,mGL,1,3
219,76,mGL,0,3
68,68,mGL,1,3
507,298,mGL,0,3
5747,2423,mGL,2,3
9534,6609,mGL,1,1
51,59,mGL,2,2
103,87,mGL,2,3
1657,890,mGL,2,3
2223,748,mGL,2,3
740,439,mGL,0,2
1623,1249,mGL,1,3
4606,2873,mGL,2,2
5733,3629,mGL,1,4
2367,1026,mGL,0,1
1462,829,mGL,0,1
8350,5489,mGL,1,2
2599,1759,mGL,2,4
127,95,mGL,1,3
8113,3415,mGL,2,2
981,690,mGL,1,2
3892,2836,mGL,1,2
134,88,mGL,2,1
70,77,mGL,1,4
1406,877,mGL,1,4
6233,3769,mGL,0,2
4664,2892,mGL,0,3
124,72,mGL,0,2
1299,812,mGL,0,1
2682,1396,mGL,1,2
29591,16159,mGL,0,1
19,57,mGL,0,2
2270,1140,mGL,0,3
1671,1016,mGL,0,3
1406,1014,mGL,0,2
1142,751,mGL,0,1
3624,2426,mGL,0,2
4584,2973,mGL,0,3
5030,3099,mGL,1,1
2951,1544,mGL,2,4
1398,800,mGL,0,2
1908,1100,mGL,2,2
65,70,mGL,1,3
3794,2297,mGL,0,1
3233,2132,mGL,1,2
55,91,mGL,0,1
57,60,mGL,1,4
32422,13846,mGL,2,4
31,59,mGL,1,1
2590,1515,mGL,1,1
711,376,mGL,0,3
8000,5091,mGL,1,4
259,94,mGL,2,3
865,539,mGL,0,1
3591,2738,mGL,0,3
500,270,mGL,2,2
236,92,mGL,2,3
2042,1244,mGL,0,1
7579,5080,mGL,0,3
1694,1221,mGL,0,3
1986,788,mGL,2,1
287,198,mGL,0,3
4898,2739,mGL,1,3
7,69,mGL,2,2
80,107,mGL,1,3
808,488,mGL,0,2
1522,833,mGL,0,2
701,404,mGL,2,1
5117,2638,mGL,0,2
1970,1380,mGL,0,3
2333,1293,mGL,2,3
2796,2023,mGL,1,3
1375,932,mGL,1,3
1201,591,mGL,1,2
19,64,mGL,2,1
885,346,mGL,2,4
887,662,mGL,2,2
1546,917,mGL,1,4
4842,3544,mGL,0,3
4890,3592,mGL,0,1
1568,1113,mGL,0,3
77,96,mGL,2,3
2899,1502,mGL,1,2
1348,817,mGL,1,2
15752,6862,mGL,1,4
198,118,mGL,2,2
29,77,mGL,1,2
169,117,mGL,2,2
170,152,mGL,1,2
2075,1367,mGL,0,2
16,53,mGL,1,1
21,69,mGL,2,1
8094,4787,mGL,1,2
2215,1369,mGL,0,2
2890,1854,mGL,0,2
137,58,mGL,0,3
5193,2573,mGL,1,2
2264,1429,mGL,0,3
434,331,mGL,2,4
1357,830,mGL,2,1
41,79,mGL,1,3
6460,2898,mGL,0,3
9248,3887,mGL,2,3
4020,2068,mGL,0,3
2121,1186,mGL,0,3
100,68,mGL,2,3
768,508,mGL,1,1
77,96,mGL,2,3
17641,10921,mGL,0,3
1921,1534,mGL,1,3
3320,1565,mGL,2,2
146,117,mGL,1,2
467,253,mGL,0,2
13107,8625,mGL,0,2
2816,1889,mGL,0,3
90,84,mGL,2,1
5636,3278,mGL,1,3
138,100,mGL,2,3
923,608,mGL,0,3
1754,1251,mGL,0,2
18253,10157,mGL,1,3
23560,14940,mGL,1,2
9484,5433,mGL,0,1
3859,2117,mGL,2,3
2729,1674,mGL,0,3
293,111,mGL,2,1
2484,1418,mGL,0,2
5567,3290,mGL,0,2
2626,1495,mGL,1,3
15697,7710,mGL,2,4
2268,1194,mGL,1,2
31,77,mGL,0,1
110,138,mGL,2,2
3117,1744,mGL,1,2
7882,3529,mGL,0,2
21884,12909,mGL,1,1
1152,793,mGL,0,2
5335,3784,mGL,0,1
2367,1472,mGL,0,3
7019,3798,mGL,0,1
449,249,mGL,2,1
741,497,mGL,1,1
1421,1077,mGL,2,1
4923,2494,mGL,0,2
17,76,mGL,2,4
73,48,mGL,2,1
9704,6375,mGL,1,3
1186,720,mGL,1,1
890,561,mGL,0,1
2955,1861,mGL,0,3
956,440,mGL,0,2
1276,597,mGL,1,4
2519,1541,mGL,1,2
49,99,mGL,2,3
146,79,mGL,0,1
134,114,mGL,1,3
271,114,mGL,0,3
365,133,mGL,2,3
17555,8492,mGL,1,4
6523,4137,mGL,1,3
9502,4901,mGL,0,1
319,144,mGL,0,2
2673,1227,mGL,2,4
151,92,mGL,2,4
5165,2041,mGL,2,1
46,111,mGL,2,2
933,508,mGL,0,1
5179,2906,mGL,1,2
5333,2630,mGL,0,2
443,331,mGL,0,1
8291,4318,mGL,1,1
1296,691,mGL,1,2
2849,1560,mGL,2,1
82,81,mGL,1,1
166,98,mGL,1,4
2864,1951,mGL,1,3
20,69,mGL,1,4
4454,2777,mGL,1,1
157,71,mGL,2,4
304,311,mGL,1,2
10,92,mGL,0,1
3474,1961,mGL,1,4
159,154,mGL,2,4
9334,6125,mGL,1,1
1551,618,mGL,2,1
1877,1322,mGL,2,1
21765,12299,mGL,2,3
18,45,mGL,2,4
6540,4636,mGL,1,4
3078,1397,mGL,2,2
82,73,mGL,0,2
2366,1331,mGL,2,3
10121,5765,mGL,0,2
151,77,mGL,2,4
5788,3633,mGL,1,3
15354,7200,mGL,1,4
