CFSE-A,sulfo-Cyanine5-A,replicate,sampleNum,cond,CFSE_cat,EU_cat
803,2989,1,3,NILDDRR,CFSE-low,EU-high
189,791,0,3,NILDDRR,CFSE-low,EU-low
58,187,0,3,NILDDRR,CFSE-low,EU-low
117,211,1,2,NILDDRR,CFSE-low,EU-low
242,1190,0,2,NILDDRR,CFSE-low,EU-low
562,795,1,3,NILDDRR,CFSE-low,EU-low
8953,1623,1,2,NILDDRR,non-CFSE-low,EU-high
189,1335,1,1,NILDDRR,CFSE-low,EU-high
487,626,0,3,NILDDRR,CFSE-low,EU-low
769,998,1,2,NILDDRR,CFSE-low,EU-low
32,99,0,1,NILDDRR,CFSE-low,EU-low
103,214,1,3,NILDDRR,CFSE-low,EU-low
654,599,1,2,NILDDRR,CFSE-low,EU-low
1656,2060,1,3,NILDDRR,non-CFSE-low,EU-high
140,1162,0,1,NILDDRR,CFSE-low,EU-low
86,192,1,1,NILDDRR,CFSE-low,EU-low
461,2544,0,3,NILDDRR,CFSE-low,EU-high
596,1995,0,1,NILDDRR,CFSE-low,EU-high
71,345,0,2,NILDDRR,CFSE-low,EU-low
705,1419,0,3,NILDDRR,CFSE-low,EU-high
16,167,1,2,NILDDRR,CFSE-low,EU-low
110,715,0,2,NILDDRR,CFSE-low,EU-low
291,415,0,1,NILDDRR,CFSE-low,EU-low
783,481,1,2,NILDDRR,CFSE-low,EU-low
175,1443,0,1,NILDDRR,CFSE-low,EU-high
2935,2315,0,3,NILDDRR,non-CFSE-low,EU-high
297,338,0,2,NILDDRR,CFSE-low,EU-low
805,905,1,2,NILDDRR,CFSE-low,EU-low
259,485,0,3,NILDDRR,CFSE-low,EU-low
547,1644,1,2,NILDDRR,CFSE-low,EU-high
3430,806,0,3,NILDDRR,non-CFSE-low,EU-low
298,396,1,2,NILDDRR,CFSE-low,EU-low
505,555,1,1,NILDDRR,CFSE-low,EU-low
163,1254,0,1,NILDDRR,CFSE-low,EU-low
225,2061,0,2,NILDDRR,CFSE-low,EU-high
169,683,1,3,NILDDRR,CFSE-low,EU-low
143,605,1,2,NILDDRR,CFSE-low,EU-low
139,1332,1,3,NILDDRR,CFSE-low,EU-high
53,130,0,3,NILDDRR,CFSE-low,EU-low
1773,2266,0,2,NILDDRR,non-CFSE-low,EU-high
31360,1088,1,3,NILDDRR,non-CFSE-low,EU-low
631,889,0,1,NILDDRR,CFSE-low,EU-low
300,2034,1,2,NILDDRR,CFSE-low,EU-high
1782,873,0,3,NILDDRR,non-CFSE-low,EU-low
341,415,1,3,NILDDRR,CFSE-low,EU-low
441,1245,1,3,NILDDRR,CFSE-low,EU-low
670,1964,1,2,NILDDRR,CFSE-low,EU-high
239,1416,1,3,NILDDRR,CFSE-low,EU-high
1702,3154,1,2,NILDDRR,non-CFSE-low,EU-high
5360,2042,1,1,NILDDRR,non-CFSE-low,EU-high
510,778,0,3,NILDDRR,CFSE-low,EU-low
574,1220,1,3,NILDDRR,CFSE-low,EU-low
4267,157,0,2,NILDDRR,non-CFSE-low,EU-low
350,613,0,1,NILDDRR,CFSE-low,EU-low
104,1009,1,3,NILDDRR,CFSE-low,EU-low
468,729,0,3,NILDDRR,CFSE-low,EU-low
142,1438,0,3,NILDDRR,CFSE-low,EU-high
151,405,1,3,NILDDRR,CFSE-low,EU-low
688,2691,1,3,NILDDRR,CFSE-low,EU-high
935,5673,0,3,NILDDRR,CFSE-low,EU-high
1130,1227,1,2,NILDDRR,non-CFSE-low,EU-low
1754,583,0,3,NILDDRR,non-CFSE-low,EU-low
368,1106,1,2,NILDDRR,CFSE-low,EU-low
889,4309,1,2,NILDDRR,CFSE-low,EU-high
337,849,0,2,NILDDRR,CFSE-low,EU-low
277,727,0,2,NILDDRR,CFSE-low,EU-low
467,410,0,1,NILDDRR,CFSE-low,EU-low
426,705,1,3,NILDDRR,CFSE-low,EU-low
1102,249,0,3,NILDDRR,non-CFSE-low,EU-low
140,561,1,3,NILDDRR,CFSE-low,EU-low
212,610,0,2,NILDDRR,CFSE-low,EU-low
704,287,0,3,NILDDRR,CFSE-low,EU-low
696,1197,0,1,NILDDRR,CFSE-low,EU-low
277,2218,0,1,NILDDRR,CFSE-low,EU-high
629,1242,1,3,NILDDRR,CFSE-low,EU-low
437,3148,0,1,NILDDRR,CFSE-low,EU-high
396,665,1,3,NILDDRR,CFSE-low,EU-low
532,1290,1,3,NILDDRR,CFSE-low,EU-high
1,1583,0,1,NILDDRR,CFSE-low,EU-high
261,1253,0,2,NILDDRR,CFSE-low,EU-low
197,817,0,1,NILDDRR,CFSE-low,EU-low
177,513,1,3,NILDDRR,CFSE-low,EU-low
158,570,1,1,NILDDRR,CFSE-low,EU-low
267,993,0,1,NILDDRR,CFSE-low,EU-low
554,1703,0,3,NILDDRR,CFSE-low,EU-high
226,754,0,1,NILDDRR,CFSE-low,EU-low
743,2168,0,1,NILDDRR,CFSE-low,EU-high
124,282,1,1,NILDDRR,CFSE-low,EU-low
563,2267,0,3,NILDDRR,CFSE-low,EU-high
151,1046,0,1,NILDDRR,CFSE-low,EU-low
351,752,0,3,NILDDRR,CFSE-low,EU-low
316,1180,1,1,NILDDRR,CFSE-low,EU-low
124,784,0,1,NILDDRR,CFSE-low,EU-low
124,415,1,2,NILDDRR,CFSE-low,EU-low
632,1950,1,1,NILDDRR,CFSE-low,EU-high
578,810,0,3,NILDDRR,CFSE-low,EU-low
352,362,1,3,NILDDRR,CFSE-low,EU-low
539,1038,1,3,NILDDRR,CFSE-low,EU-low
336,2038,0,3,NILDDRR,CFSE-low,EU-high
120,426,1,3,NILDDRR,CFSE-low,EU-low
406,189,1,2,NILDDRR,CFSE-low,EU-low
1489,443,1,3,NILDDRR,non-CFSE-low,EU-low
699,834,0,1,NILDDRR,CFSE-low,EU-low
1287,1353,1,3,NILDDRR,non-CFSE-low,EU-high
303,591,1,2,NILDDRR,CFSE-low,EU-low
341,449,0,1,NILDDRR,CFSE-low,EU-low
971,1533,0,3,NILDDRR,CFSE-low,EU-high
587,724,0,2,NILDDRR,CFSE-low,EU-low
3169,950,1,2,NILDDRR,non-CFSE-low,EU-low
1392,1753,0,1,NILDDRR,non-CFSE-low,EU-high
1082,1088,0,3,NILDDRR,CFSE-low,EU-low
115,268,0,3,NILDDRR,CFSE-low,EU-low
3269,2889,1,2,NILDDRR,non-CFSE-low,EU-high
264,806,1,2,NILDDRR,CFSE-low,EU-low
3226,6829,0,1,NILDDRR,non-CFSE-low,EU-high
1895,1976,0,1,NILDDRR,non-CFSE-low,EU-high
10690,817,0,1,NILDDRR,non-CFSE-low,EU-low
127,74,1,3,NILDDRR,CFSE-low,EU-low
3998,292,1,2,NILDDRR,non-CFSE-low,EU-low
130,1846,1,1,NILDDRR,CFSE-low,EU-high
170,1501,0,1,NILDDRR,CFSE-low,EU-high
1311,723,1,1,NILDDRR,non-CFSE-low,EU-low
368,1844,0,1,NILDDRR,CFSE-low,EU-high
560,579,1,1,NILDDRR,CFSE-low,EU-low
632,3297,0,1,NILDDRR,CFSE-low,EU-high
1554,2236,0,2,NILDDRR,non-CFSE-low,EU-high
2708,2763,1,2,NILDDRR,non-CFSE-low,EU-high
352,96,1,3,NILDDRR,CFSE-low,EU-low
136,328,1,3,NILDDRR,CFSE-low,EU-low
145,674,0,3,NILDDRR,CFSE-low,EU-low
1188,586,1,1,NILDDRR,non-CFSE-low,EU-low
1427,1552,1,1,NILDDRR,non-CFSE-low,EU-high
403,1584,0,3,NILDDRR,CFSE-low,EU-high
181,424,0,3,NILDDRR,CFSE-low,EU-low
515,248,1,2,NILDDRR,CFSE-low,EU-low
417,956,1,1,NILDDRR,CFSE-low,EU-low
1301,231,0,1,NILDDRR,non-CFSE-low,EU-low
105,444,0,1,NILDDRR,CFSE-low,EU-low
154,553,1,3,NILDDRR,CFSE-low,EU-low
1758,178,1,1,NILDDRR,non-CFSE-low,EU-low
282,557,1,3,NILDDRR,CFSE-low,EU-low
1201,1606,0,2,NILDDRR,non-CFSE-low,EU-high
305,1160,0,3,NILDDRR,CFSE-low,EU-low
369,708,0,3,NILDDRR,CFSE-low,EU-low
403,898,0,2,NILDDRR,CFSE-low,EU-low
241,588,1,3,NILDDRR,CFSE-low,EU-low
968,4046,0,2,NILDDRR,CFSE-low,EU-high
408,1723,1,2,NILDDRR,CFSE-low,EU-high
965,3619,0,1,NILDDRR,CFSE-low,EU-high
61,92,0,1,NILDDRR,CFSE-low,EU-low
352,1663,1,2,NILDDRR,CFSE-low,EU-high
209,691,0,1,NILDDRR,CFSE-low,EU-low
100,1396,1,3,NILDDRR,CFSE-low,EU-high
410,561,0,1,NILDDRR,CFSE-low,EU-low
291,1032,0,1,NILDDRR,CFSE-low,EU-low
354,398,1,1,NILDDRR,CFSE-low,EU-low
255,2011,0,2,NILDDRR,CFSE-low,EU-high
471,1102,0,3,NILDDRR,CFSE-low,EU-low
172,521,1,3,NILDDRR,CFSE-low,EU-low
207,394,1,3,NILDDRR,CFSE-low,EU-low
251,775,0,2,NILDDRR,CFSE-low,EU-low
94,674,1,2,NILDDRR,CFSE-low,EU-low
349,56,1,3,NILDDRR,CFSE-low,EU-low
87,941,0,3,NILDDRR,CFSE-low,EU-low
2501,430,1,3,NILDDRR,non-CFSE-low,EU-low
222,898,0,2,NILDDRR,CFSE-low,EU-low
75,982,1,3,NILDDRR,CFSE-low,EU-low
775,1102,0,1,NILDDRR,CFSE-low,EU-low
1059,2371,0,3,NILDDRR,CFSE-low,EU-high
257,704,0,3,NILDDRR,CFSE-low,EU-low
259,822,0,2,NILDDRR,CFSE-low,EU-low
568,1130,0,3,NILDDRR,CFSE-low,EU-low
659,652,0,2,NILDDRR,CFSE-low,EU-low
85,388,0,3,NILDDRR,CFSE-low,EU-low
337,1446,1,2,NILDDRR,CFSE-low,EU-high
1176,2248,0,3,NILDDRR,non-CFSE-low,EU-high
821,2536,0,3,NILDDRR,CFSE-low,EU-high
505,154,0,3,NILDDRR,CFSE-low,EU-low
234,3543,0,1,NILDDRR,CFSE-low,EU-high
67,1531,0,1,NILDDRR,CFSE-low,EU-high
2604,1999,1,1,NILDDRR,non-CFSE-low,EU-high
182,261,0,2,NILDDRR,CFSE-low,EU-low
6009,8127,0,1,NILDDRR,non-CFSE-low,EU-high
545,1261,1,2,NILDDRR,CFSE-low,EU-low
174,1229,0,2,NILDDRR,CFSE-low,EU-low
112,658,0,1,NILDDRR,CFSE-low,EU-low
7542,2463,1,3,NILDDRR,non-CFSE-low,EU-high
148,394,0,1,NILDDRR,CFSE-low,EU-low
11825,2889,1,2,NILDDRR,non-CFSE-low,EU-high
307,708,0,2,NILDDRR,CFSE-low,EU-low
324,1944,0,3,NILDDRR,CFSE-low,EU-high
1441,1057,1,2,NILDDRR,non-CFSE-low,EU-low
178,418,0,2,NILDDRR,CFSE-low,EU-low
1798,3161,1,3,NILDDRR,non-CFSE-low,EU-high
276,621,0,2,NILDDRR,CFSE-low,EU-low
194,485,0,3,NILDDRR,CFSE-low,EU-low
271,568,0,3,NILDDRR,CFSE-low,EU-low
1367,2535,0,3,NILDDRR,non-CFSE-low,EU-high
376,899,0,2,NILDDRR,CFSE-low,EU-low
2422,5647,1,3,NILDDRR,non-CFSE-low,EU-high
44,697,0,3,NILDDRR,CFSE-low,EU-low
144,570,0,3,NILDDRR,CFSE-low,EU-low
232,964,1,1,NILDDRR,CFSE-low,EU-low
91,1000,0,1,NILDDRR,CFSE-low,EU-low
223,948,0,3,NILDDRR,CFSE-low,EU-low
536,2034,0,2,NILDDRR,CFSE-low,EU-high
791,1113,0,2,NILDDRR,CFSE-low,EU-low
130,389,0,3,NILDDRR,CFSE-low,EU-low
736,761,1,2,NILDDRR,CFSE-low,EU-low
256,1655,0,3,NILDDRR,CFSE-low,EU-high
43,1551,0,1,NILDDRR,CFSE-low,EU-high
181,414,1,3,NILDDRR,CFSE-low,EU-low
1112,1018,0,1,NILDDRR,non-CFSE-low,EU-low
76,13,1,3,NILDDRR,CFSE-low,EU-low
15515,5134,0,3,NILDDRR,non-CFSE-low,EU-high
115,332,1,2,NILDDRR,CFSE-low,EU-low
648,2286,1,2,NILDDRR,CFSE-low,EU-high
288,1014,0,2,NILDDRR,CFSE-low,EU-low
188,646,0,3,NILDDRR,CFSE-low,EU-low
207,165,1,1,NILDDRR,CFSE-low,EU-low
480,820,1,2,NILDDRR,CFSE-low,EU-low
450,682,0,1,NILDDRR,CFSE-low,EU-low
317,1158,1,3,NILDDRR,CFSE-low,EU-low
219,740,1,3,NILDDRR,CFSE-low,EU-low
970,2036,0,2,NILDDRR,CFSE-low,EU-high
703,94,1,1,NILDDRR,CFSE-low,EU-low
731,1423,1,1,NILDDRR,CFSE-low,EU-high
1020,1589,0,1,NILDDRR,CFSE-low,EU-high
730,2808,1,3,NILDDRR,CFSE-low,EU-high
216,701,0,1,NILDDRR,CFSE-low,EU-low
853,3127,0,1,NILDDRR,CFSE-low,EU-high
1468,918,0,3,NILDDRR,non-CFSE-low,EU-low
121,1235,0,1,NILDDRR,CFSE-low,EU-low
443,1000,0,3,NILDDRR,CFSE-low,EU-low
2686,1549,1,1,NILDDRR,non-CFSE-low,EU-high
1231,1972,1,3,NILDDRR,non-CFSE-low,EU-high
256,744,0,3,NILDDRR,CFSE-low,EU-low
2186,465,1,3,NILDDRR,non-CFSE-low,EU-low
247,379,1,2,NILDDRR,CFSE-low,EU-low
266,978,0,2,NILDDRR,CFSE-low,EU-low
102,194,1,2,NILDDRR,CFSE-low,EU-low
42,523,0,1,NILDDRR,CFSE-low,EU-low
90,678,0,1,NILDDRR,CFSE-low,EU-low
173,915,1,1,NILDDRR,CFSE-low,EU-low
1408,3710,1,2,NILDDRR,non-CFSE-low,EU-high
100,870,0,3,NILDDRR,CFSE-low,EU-low
425,2028,0,1,NILDDRR,CFSE-low,EU-high
176,1355,1,3,NILDDRR,CFSE-low,EU-high
32,150,0,2,NILDDRR,CFSE-low,EU-low
388,695,0,1,NILDDRR,CFSE-low,EU-low
855,1158,0,2,NILDDRR,CFSE-low,EU-low
268,401,0,2,NILDDRR,CFSE-low,EU-low
1255,278,1,3,NILDDRR,non-CFSE-low,EU-low
223,93,1,2,NILDDRR,CFSE-low,EU-low
937,1265,0,3,NILDDRR,CFSE-low,EU-low
488,778,1,3,NILDDRR,CFSE-low,EU-low
202,84,0,3,NILDDRR,CFSE-low,EU-low
368,2755,1,2,NILDDRR,CFSE-low,EU-high
395,498,0,3,NILDDRR,CFSE-low,EU-low
434,755,0,1,NILDDRR,CFSE-low,EU-low
440,298,1,1,NILDDRR,CFSE-low,EU-low
176,690,0,3,NILDDRR,CFSE-low,EU-low
204,1112,0,1,NILDDRR,CFSE-low,EU-low
364,1123,1,1,NILDDRR,CFSE-low,EU-low
390,2916,0,1,NILDDRR,CFSE-low,EU-high
749,722,1,1,NILDDRR,CFSE-low,EU-low
287,493,1,3,NILDDRR,CFSE-low,EU-low
158,631,1,3,NILDDRR,CFSE-low,EU-low
2791,6254,0,1,NILDDRR,non-CFSE-low,EU-high
354,1083,0,1,NILDDRR,CFSE-low,EU-low
348,638,1,1,NILDDRR,CFSE-low,EU-low
2181,924,0,3,NILDDRR,non-CFSE-low,EU-low
1683,5588,0,1,NILDDRR,non-CFSE-low,EU-high
878,867,0,3,NILDDRR,CFSE-low,EU-low
6282,2515,0,3,NILDDRR,non-CFSE-low,EU-high
2304,4110,0,2,NILDDRR,non-CFSE-low,EU-high
28,462,0,2,NILDDRR,CFSE-low,EU-low
249,441,0,3,NILDDRR,CFSE-low,EU-low
70,843,0,1,NILDDRR,CFSE-low,EU-low
280,743,1,1,NILDDRR,CFSE-low,EU-low
178,490,1,3,NILDDRR,CFSE-low,EU-low
864,1802,1,3,NILDDRR,CFSE-low,EU-high
94,2164,0,1,NILDDRR,CFSE-low,EU-high
245,800,1,1,NILDDRR,CFSE-low,EU-low
1844,452,0,2,NILDDRR,non-CFSE-low,EU-low
921,3837,0,1,NILDDRR,CFSE-low,EU-high
413,1269,0,3,NILDDRR,CFSE-low,EU-low
2106,1692,1,3,NILDDRR,non-CFSE-low,EU-high
2784,3025,0,2,NILDDRR,non-CFSE-low,EU-high
179,1904,0,2,NILDDRR,CFSE-low,EU-high
1042,374,1,2,NILDDRR,CFSE-low,EU-low
236,260,1,2,NILDDRR,CFSE-low,EU-low
107,1622,0,3,NILDDRR,CFSE-low,EU-high
1131,969,0,2,NILDDRR,non-CFSE-low,EU-low
223,2700,0,1,NILDDRR,CFSE-low,EU-high
1024,281,1,1,NILDDRR,CFSE-low,EU-low
1727,3663,0,1,NILDDRR,non-CFSE-low,EU-high
2142,5052,1,2,NILDDRR,non-CFSE-low,EU-high
458,326,1,2,NILDDRR,CFSE-low,EU-low
252,665,1,1,NILDDRR,CFSE-low,EU-low
299,1698,0,3,NILDDRR,CFSE-low,EU-high
9960,7418,0,1,NILDDRR,non-CFSE-low,EU-high
687,128,0,2,NILDDRR,CFSE-low,EU-low
5959,6759,1,3,NILDDRR,non-CFSE-low,EU-high
2596,1082,1,1,NILDDRR,non-CFSE-low,EU-low
175,1549,0,2,NILDDRR,CFSE-low,EU-high
553,1367,0,3,NILDDRR,CFSE-low,EU-high
983,581,0,1,NILDDRR,CFSE-low,EU-low
579,1150,1,2,NILDDRR,CFSE-low,EU-low
324,1289,1,2,NILDDRR,CFSE-low,EU-high
118,999,0,1,NILDDRR,CFSE-low,EU-low
111,403,1,3,NILDDRR,CFSE-low,EU-low
241,375,1,1,NILDDRR,CFSE-low,EU-low
1327,1286,1,3,NILDDRR,non-CFSE-low,EU-high
1257,2836,1,1,NILDDRR,non-CFSE-low,EU-high
287,1112,0,1,NILDDRR,CFSE-low,EU-low
214,1126,0,2,NILDDRR,CFSE-low,EU-low
405,1015,0,1,NILDDRR,CFSE-low,EU-low
171,741,1,3,NILDDRR,CFSE-low,EU-low
364,428,1,3,NILDDRR,CFSE-low,EU-low
1270,1258,1,2,NILDDRR,non-CFSE-low,EU-low
419,2043,1,1,NILDDRR,CFSE-low,EU-high
112,1147,0,3,NILDDRR,CFSE-low,EU-low
82,354,1,3,NILDDRR,CFSE-low,EU-low
562,636,1,3,NILDDRR,CFSE-low,EU-low
1,601,0,3,NILDDRR,CFSE-low,EU-low
234,454,1,3,NILDDRR,CFSE-low,EU-low
550,2367,0,2,NILDDRR,CFSE-low,EU-high
257,1043,1,2,NILDDRR,CFSE-low,EU-low
650,2360,1,3,NILDDRR,CFSE-low,EU-high
220,488,0,2,NILDDRR,CFSE-low,EU-low
281,1208,0,3,NILDDRR,CFSE-low,EU-low
227,562,1,2,NILDDRR,CFSE-low,EU-low
93,1020,1,2,NILDDRR,CFSE-low,EU-low
441,1433,0,3,NILDDRR,CFSE-low,EU-high
1560,718,1,1,NILDDRR,non-CFSE-low,EU-low
351,1134,0,3,NILDDRR,CFSE-low,EU-low
396,1033,0,1,NILDDRR,CFSE-low,EU-low
14709,1205,1,1,NILDDRR,non-CFSE-low,EU-low
3242,1674,1,2,NILDDRR,non-CFSE-low,EU-high
416,201,0,1,NILDDRR,CFSE-low,EU-low
1550,2464,0,3,NILDDRR,non-CFSE-low,EU-high
253,443,1,2,NILDDRR,CFSE-low,EU-low
1131,3079,0,2,NILDDRR,non-CFSE-low,EU-high
304,594,1,2,NILDDRR,CFSE-low,EU-low
1673,781,1,3,NILDDRR,non-CFSE-low,EU-low
1318,1683,1,2,NILDDRR,non-CFSE-low,EU-high
364,1403,0,1,NILDDRR,CFSE-low,EU-high
919,622,1,3,NILDDRR,CFSE-low,EU-low
130,2478,0,1,NILDDRR,CFSE-low,EU-high
313,1308,1,2,NILDDRR,CFSE-low,EU-high
4057,2440,1,2,NILDDRR,non-CFSE-low,EU-high
202,1211,0,2,NILDDRR,CFSE-low,EU-low
3375,1423,1,3,NILDDRR,non-CFSE-low,EU-high
365,2075,0,3,NILDDRR,CFSE-low,EU-high
536,2228,0,2,NILDDRR,CFSE-low,EU-high
260,27,0,3,NILDDRR,CFSE-low,EU-low
798,951,0,2,NILDDRR,CFSE-low,EU-low
682,485,1,1,NILDDRR,CFSE-low,EU-low
573,235,1,3,NILDDRR,CFSE-low,EU-low
171,290,0,1,NILDDRR,CFSE-low,EU-low
78,326,0,3,NILDDRR,CFSE-low,EU-low
2139,1951,1,2,NILDDRR,non-CFSE-low,EU-high
225,1387,0,2,NILDDRR,CFSE-low,EU-high
144,273,1,3,NILDDRR,CFSE-low,EU-low
94,87,0,1,NILDDRR,CFSE-low,EU-low
383,862,1,3,NILDDRR,CFSE-low,EU-low
57,887,0,1,NILDDRR,CFSE-low,EU-low
398,478,1,1,NILDDRR,CFSE-low,EU-low
406,1733,0,2,NILDDRR,CFSE-low,EU-high
382,1457,0,3,NILDDRR,CFSE-low,EU-high
409,1429,0,2,NILDDRR,CFSE-low,EU-high
158,1031,0,3,NILDDRR,CFSE-low,EU-low
89,347,0,1,NILDDRR,CFSE-low,EU-low
3432,1849,0,2,NILDDRR,non-CFSE-low,EU-high
581,476,1,1,NILDDRR,CFSE-low,EU-low
308,481,0,2,NILDDRR,CFSE-low,EU-low
880,2108,1,2,NILDDRR,CFSE-low,EU-high
118,736,1,3,NILDDRR,CFSE-low,EU-low
1161,1807,0,2,NILDDRR,non-CFSE-low,EU-high
248,314,0,3,NILDDRR,CFSE-low,EU-low
2378,1136,0,3,NILDDRR,non-CFSE-low,EU-low
63,655,0,3,NILDDRR,CFSE-low,EU-low
283,682,0,2,NILDDRR,CFSE-low,EU-low
330,390,0,2,NILDDRR,CFSE-low,EU-low
247,114,0,3,NILDDRR,CFSE-low,EU-low
535,2817,1,2,NILDDRR,CFSE-low,EU-high
40,302,1,1,NILDDRR,CFSE-low,EU-low
278,1312,1,1,NILDDRR,CFSE-low,EU-high
287,1450,1,1,NILDDRR,CFSE-low,EU-high
62,422,0,2,NILDDRR,CFSE-low,EU-low
509,1232,0,3,NILDDRR,CFSE-low,EU-low
580,1420,0,3,NILDDRR,CFSE-low,EU-high
149,907,0,2,NILDDRR,CFSE-low,EU-low
12,61,1,3,NILDDRR,CFSE-low,EU-low
1132,1814,1,1,NILDDRR,non-CFSE-low,EU-high
519,713,1,3,NILDDRR,CFSE-low,EU-low
9154,839,1,2,NILDDRR,non-CFSE-low,EU-low
470,839,1,3,NILDDRR,CFSE-low,EU-low
160,1106,0,3,NILDDRR,CFSE-low,EU-low
158,417,1,2,NILDDRR,CFSE-low,EU-low
228,492,0,1,NILDDRR,CFSE-low,EU-low
300,312,0,3,NILDDRR,CFSE-low,EU-low
2124,4500,1,1,NILDDRR,non-CFSE-low,EU-high
350,574,0,3,NILDDRR,CFSE-low,EU-low
177,1013,0,3,NILDDRR,CFSE-low,EU-low
261,94,1,3,NILDDRR,CFSE-low,EU-low
407,340,1,3,NILDDRR,CFSE-low,EU-low
1531,2019,0,2,NILDDRR,non-CFSE-low,EU-high
813,3310,0,2,NILDDRR,CFSE-low,EU-high
1606,1592,1,2,NILDDRR,non-CFSE-low,EU-high
531,842,1,1,NILDDRR,CFSE-low,EU-low
166,470,0,1,NILDDRR,CFSE-low,EU-low
7380,2016,1,3,NILDDRR,non-CFSE-low,EU-high
325,367,1,1,NILDDRR,CFSE-low,EU-low
246,434,1,3,NILDDRR,CFSE-low,EU-low
621,966,0,3,NILDDRR,CFSE-low,EU-low
448,232,1,3,NILDDRR,CFSE-low,EU-low
78,465,1,1,NILDDRR,CFSE-low,EU-low
564,804,0,2,NILDDRR,CFSE-low,EU-low
60,959,0,1,NILDDRR,CFSE-low,EU-low
1230,2096,1,2,NILDDRR,non-CFSE-low,EU-high
348,1010,0,3,NILDDRR,CFSE-low,EU-low
389,1076,1,3,NILDDRR,CFSE-low,EU-low
2605,4287,1,2,NILDDRR,non-CFSE-low,EU-high
1123,662,1,2,NILDDRR,non-CFSE-low,EU-low
1220,1687,0,2,NILDDRR,non-CFSE-low,EU-high
349,1364,0,2,NILDDRR,CFSE-low,EU-high
104,438,0,1,NILDDRR,CFSE-low,EU-low
332,3902,0,3,NILDDRR,CFSE-low,EU-high
524,1809,0,1,NILDDRR,CFSE-low,EU-high
762,161,1,2,NILDDRR,CFSE-low,EU-low
141,751,1,1,NILDDRR,CFSE-low,EU-low
106,617,1,1,NILDDRR,CFSE-low,EU-low
50,254,1,2,NILDDRR,CFSE-low,EU-low
303,805,1,2,NILDDRR,CFSE-low,EU-low
141,775,1,2,NILDDRR,CFSE-low,EU-low
63,418,0,2,NILDDRR,CFSE-low,EU-low
246,859,0,3,NILDDRR,CFSE-low,EU-low
105,750,0,2,NILDDRR,CFSE-low,EU-low
319,1148,0,1,NILDDRR,CFSE-low,EU-low
52,509,0,1,NILDDRR,CFSE-low,EU-low
818,972,0,2,NILDDRR,CFSE-low,EU-low
7475,6284,1,1,NILDDRR,non-CFSE-low,EU-high
1460,816,0,2,NILDDRR,non-CFSE-low,EU-low
148,1678,0,1,NILDDRR,CFSE-low,EU-high
117,108,1,2,NILDDRR,CFSE-low,EU-low
1294,3403,1,3,NILDDRR,non-CFSE-low,EU-high
250,1043,0,1,NILDDRR,CFSE-low,EU-low
415,688,0,1,NILDDRR,CFSE-low,EU-low
207,1110,1,3,NILDDRR,CFSE-low,EU-low
514,1016,1,1,NILDDRR,CFSE-low,EU-low
281,1299,1,2,NILDDRR,CFSE-low,EU-high
74,381,1,2,NILDDRR,CFSE-low,EU-low
4155,1483,0,1,NILDDRR,non-CFSE-low,EU-high
36411,2974,1,2,NILDDRR,non-CFSE-low,EU-high
459,1265,0,1,NILDDRR,CFSE-low,EU-low
224,313,1,3,NILDDRR,CFSE-low,EU-low
604,458,0,3,NILDDRR,CFSE-low,EU-low
296,411,0,3,NILDDRR,CFSE-low,EU-low
722,1300,1,2,NILDDRR,CFSE-low,EU-high
607,1381,1,2,NILDDRR,CFSE-low,EU-high
228,1857,1,1,NILDDRR,CFSE-low,EU-high
183,482,1,3,NILDDRR,CFSE-low,EU-low
117,995,1,3,NILDDRR,CFSE-low,EU-low
1485,3938,0,2,NILDDRR,non-CFSE-low,EU-high
2741,2254,1,3,NILDDRR,non-CFSE-low,EU-high
409,696,0,2,NILDDRR,CFSE-low,EU-low
90,244,1,3,NILDDRR,CFSE-low,EU-low
795,184,1,3,NILDDRR,CFSE-low,EU-low
181,725,0,1,NILDDRR,CFSE-low,EU-low
517,525,1,2,NILDDRR,CFSE-low,EU-low
686,2463,1,3,NILDDRR,CFSE-low,EU-high
257,1549,0,1,NILDDRR,CFSE-low,EU-high
462,462,1,2,NILDDRR,CFSE-low,EU-low
157,706,1,3,NILDDRR,CFSE-low,EU-low
392,1808,0,3,NILDDRR,CFSE-low,EU-high
1665,4590,0,2,NILDDRR,non-CFSE-low,EU-high
261,353,1,1,NILDDRR,CFSE-low,EU-low
632,1149,0,1,NILDDRR,CFSE-low,EU-low
88,690,0,2,NILDDRR,CFSE-low,EU-low
938,1541,0,1,NILDDRR,CFSE-low,EU-high
7818,19727,0,3,NILDDRR,non-CFSE-low,EU-high
422,1435,1,3,NILDDRR,CFSE-low,EU-high
367,2005,0,2,NILDDRR,CFSE-low,EU-high
546,1461,1,2,NILDDRR,CFSE-low,EU-high
218,2200,0,1,NILDDRR,CFSE-low,EU-high
9,355,0,3,NILDDRR,CFSE-low,EU-low
1245,1772,0,3,NILDDRR,non-CFSE-low,EU-high
308,369,1,3,NILDDRR,CFSE-low,EU-low
3347,1782,1,1,NILDDRR,non-CFSE-low,EU-high
702,3356,1,2,NILDDRR,CFSE-low,EU-high
274,395,0,2,NILDDRR,CFSE-low,EU-low
1212,627,1,2,NILDDRR,non-CFSE-low,EU-low
179,506,1,3,NILDDRR,CFSE-low,EU-low
850,4092,1,1,NILDDRR,CFSE-low,EU-high
