CFSE-A,sulfo-Cyanine5-A,replicate,sampleNum,cond
185,43,0,0,DAPI_NaAz
287,62,0,0,DAPI_NaAz
210,141,1,0,DAPI_NaAz
168,5,1,0,DAPI_NaAz
551,71,0,0,DAPI_NaAz
399,75,0,0,DAPI_NaAz
366,60,1,0,DAPI_NaAz
198,29,0,0,DAPI_NaAz
205,4,0,0,DAPI_NaAz
819,67,0,0,DAPI_NaAz
290,14,0,0,DAPI_NaAz
432,104,0,0,DAPI_NaAz
95,24,0,0,DAPI_NaAz
262,20,1,0,DAPI_NaAz
701,109,1,0,DAPI_NaAz
848,119,1,0,DAPI_NaAz
623,36,0,0,DAPI_NaAz
383,90,1,0,DAPI_NaAz
509,93,0,0,DAPI_NaAz
16929,1626,1,0,DAPI_NaAz
651,2,1,0,DAPI_NaAz
367,45,1,0,DAPI_NaAz
798,87,0,0,DAPI_NaAz
702,57,0,0,DAPI_NaAz
169,76,1,0,DAPI_NaAz
1413,77,1,0,DAPI_NaAz
320,76,1,0,DAPI_NaAz
333,56,0,0,DAPI_NaAz
194,115,1,0,DAPI_NaAz
736,12,1,0,DAPI_NaAz
216,121,0,0,DAPI_NaAz
304,63,0,0,DAPI_NaAz
458,95,0,0,DAPI_NaAz
405,64,0,0,DAPI_NaAz
356,75,0,0,DAPI_NaAz
418,62,1,0,DAPI_NaAz
266,8,0,0,DAPI_NaAz
595,26,1,0,DAPI_NaAz
72,43,0,0,DAPI_NaAz
528,40,1,0,DAPI_NaAz
296,49,1,0,DAPI_NaAz
282,101,1,0,DAPI_NaAz
325,75,0,0,DAPI_NaAz
282,27,1,0,DAPI_NaAz
253,116,0,0,DAPI_NaAz
258,142,0,0,DAPI_NaAz
1025,109,1,0,DAPI_NaAz
562,141,1,0,DAPI_NaAz
261,5,1,0,DAPI_NaAz
413,121,1,0,DAPI_NaAz
601,86,0,0,DAPI_NaAz
289,117,1,0,DAPI_NaAz
567,35,1,0,DAPI_NaAz
1036,14,1,0,DAPI_NaAz
324,12,1,0,DAPI_NaAz
703,40,1,0,DAPI_NaAz
348,48,0,0,DAPI_NaAz
316,53,1,0,DAPI_NaAz
400,50,0,0,DAPI_NaAz
514,130,0,0,DAPI_NaAz
784,91,1,0,DAPI_NaAz
212,46,0,0,DAPI_NaAz
254,48,0,0,DAPI_NaAz
1465,2,1,0,DAPI_NaAz
328,66,1,0,DAPI_NaAz
359,39,0,0,DAPI_NaAz
342,16,0,0,DAPI_NaAz
838,21,1,0,DAPI_NaAz
296,30,0,0,DAPI_NaAz
697,8,0,0,DAPI_NaAz
428,62,0,0,DAPI_NaAz
377,30,0,0,DAPI_NaAz
311,10,1,0,DAPI_NaAz
519,57,1,0,DAPI_NaAz
759,94,0,0,DAPI_NaAz
85,20,1,0,DAPI_NaAz
191,21,0,0,DAPI_NaAz
271,22,1,0,DAPI_NaAz
680,33,0,0,DAPI_NaAz
564,39,1,0,DAPI_NaAz
2293,435,1,0,DAPI_NaAz
325,38,0,0,DAPI_NaAz
93,35,1,0,DAPI_NaAz
275,11,0,0,DAPI_NaAz
412,36,1,0,DAPI_NaAz
154,40,1,0,DAPI_NaAz
358,30,0,0,DAPI_NaAz
437,38,1,0,DAPI_NaAz
176,17,1,0,DAPI_NaAz
473,18,0,0,DAPI_NaAz
154,73,1,0,DAPI_NaAz
811,14,0,0,DAPI_NaAz
553,1,1,0,DAPI_NaAz
446,79,0,0,DAPI_NaAz
353,42,0,0,DAPI_NaAz
287,86,0,0,DAPI_NaAz
814,16,0,0,DAPI_NaAz
237,26,1,0,DAPI_NaAz
370,97,0,0,DAPI_NaAz
442,28,1,0,DAPI_NaAz
584,10,1,0,DAPI_NaAz
1242,128,1,0,DAPI_NaAz
467,38,0,0,DAPI_NaAz
667,185,1,0,DAPI_NaAz
636,7,1,0,DAPI_NaAz
381,94,1,0,DAPI_NaAz
135,16,1,0,DAPI_NaAz
517,2070,1,0,DAPI_NaAz
2643,3766,1,0,DAPI_NaAz
119,176,1,0,DAPI_NaAz
598,158,1,0,DAPI_NaAz
10,73,0,0,DAPI_NaAz
305,3,0,0,DAPI_NaAz
161,121,0,0,DAPI_NaAz
326,95,1,0,DAPI_NaAz
278,93,0,0,DAPI_NaAz
74,1,0,0,DAPI_NaAz
252,21,1,0,DAPI_NaAz
285,42,0,0,DAPI_NaAz
116,99,0,0,DAPI_NaAz
275,118,1,0,DAPI_NaAz
1495,56,1,0,DAPI_NaAz
536,83,1,0,DAPI_NaAz
541,10,1,0,DAPI_NaAz
1379,96,1,0,DAPI_NaAz
170,30,0,0,DAPI_NaAz
433,48,0,0,DAPI_NaAz
167,4,0,0,DAPI_NaAz
281,33,1,0,DAPI_NaAz
897,58,0,0,DAPI_NaAz
280,44,0,0,DAPI_NaAz
245,6,0,0,DAPI_NaAz
370,111,0,0,DAPI_NaAz
494,116,1,0,DAPI_NaAz
316,64,0,0,DAPI_NaAz
229,2,1,0,DAPI_NaAz
239,20,0,0,DAPI_NaAz
2,28,1,0,DAPI_NaAz
704,58,1,0,DAPI_NaAz
145,23,1,0,DAPI_NaAz
621,55,0,0,DAPI_NaAz
559,46,0,0,DAPI_NaAz
435,39,0,0,DAPI_NaAz
213,102,1,0,DAPI_NaAz
304,73,0,0,DAPI_NaAz
296,52,0,0,DAPI_NaAz
429,73,0,0,DAPI_NaAz
223,38,1,0,DAPI_NaAz
387,11,0,0,DAPI_NaAz
594,30,0,0,DAPI_NaAz
284,66,1,0,DAPI_NaAz
142,63,1,0,DAPI_NaAz
201,65,0,0,DAPI_NaAz
925,10162,0,0,DAPI_NaAz
735,13,0,0,DAPI_NaAz
550,155,1,0,DAPI_NaAz
625,65,1,0,DAPI_NaAz
252,25,0,0,DAPI_NaAz
396,17,1,0,DAPI_NaAz
558,11,1,0,DAPI_NaAz
681,26,0,0,DAPI_NaAz
253,16,1,0,DAPI_NaAz
477,4,1,0,DAPI_NaAz
989,6,1,0,DAPI_NaAz
113,32,0,0,DAPI_NaAz
687,27,1,0,DAPI_NaAz
687,33,1,0,DAPI_NaAz
563,33,0,0,DAPI_NaAz
447,93,1,0,DAPI_NaAz
174,47,0,0,DAPI_NaAz
246,58,0,0,DAPI_NaAz
384,41,1,0,DAPI_NaAz
175,136,1,0,DAPI_NaAz
139,21,0,0,DAPI_NaAz
69,40,0,0,DAPI_NaAz
715,6,0,0,DAPI_NaAz
465,41,1,0,DAPI_NaAz
318,17,0,0,DAPI_NaAz
1388,36,0,0,DAPI_NaAz
491,15,0,0,DAPI_NaAz
220,79,0,0,DAPI_NaAz
139,61,0,0,DAPI_NaAz
350,77,1,0,DAPI_NaAz
193,100,0,0,DAPI_NaAz
447,29,1,0,DAPI_NaAz
624,83,1,0,DAPI_NaAz
1282,61,0,0,DAPI_NaAz
170,51,0,0,DAPI_NaAz
508,121,0,0,DAPI_NaAz
624,44,1,0,DAPI_NaAz
222,105,1,0,DAPI_NaAz
476,39,0,0,DAPI_NaAz
703,136,0,0,DAPI_NaAz
531,111,1,0,DAPI_NaAz
524,106,0,0,DAPI_NaAz
1032,125,1,0,DAPI_NaAz
243,110,1,0,DAPI_NaAz
463,59,0,0,DAPI_NaAz
1023,107,0,0,DAPI_NaAz
783,2,0,0,DAPI_NaAz
491,113,0,0,DAPI_NaAz
192,44,1,0,DAPI_NaAz
548,36,0,0,DAPI_NaAz
152,10,0,0,DAPI_NaAz
270,52,1,0,DAPI_NaAz
1183,15,1,0,DAPI_NaAz
700,20,1,0,DAPI_NaAz
548,21,1,0,DAPI_NaAz
127,35,0,0,DAPI_NaAz
631,79,0,0,DAPI_NaAz
584,2,0,0,DAPI_NaAz
50,7,0,0,DAPI_NaAz
248,117,1,0,DAPI_NaAz
566,83,1,0,DAPI_NaAz
129,82,0,0,DAPI_NaAz
214,77,0,0,DAPI_NaAz
218,58,1,0,DAPI_NaAz
358,19,0,0,DAPI_NaAz
430,47,1,0,DAPI_NaAz
505,11,1,0,DAPI_NaAz
571,11,0,0,DAPI_NaAz
254,30,1,0,DAPI_NaAz
60,9,0,0,DAPI_NaAz
195,42,1,0,DAPI_NaAz
56,117,1,0,DAPI_NaAz
479,3,1,0,DAPI_NaAz
313,53,1,0,DAPI_NaAz
319,16,1,0,DAPI_NaAz
427,127,0,0,DAPI_NaAz
162,68,0,0,DAPI_NaAz
984,131,0,0,DAPI_NaAz
469,39,1,0,DAPI_NaAz
783,29,0,0,DAPI_NaAz
240,100,0,0,DAPI_NaAz
243,59,0,0,DAPI_NaAz
383,39,0,0,DAPI_NaAz
289,28,1,0,DAPI_NaAz
307,59,1,0,DAPI_NaAz
783,13,1,0,DAPI_NaAz
163,60,0,0,DAPI_NaAz
361,17,0,0,DAPI_NaAz
224,7,0,0,DAPI_NaAz
591,35,0,0,DAPI_NaAz
415,25,1,0,DAPI_NaAz
1036,50,1,0,DAPI_NaAz
478,17,0,0,DAPI_NaAz
899,77,1,0,DAPI_NaAz
377,25,0,0,DAPI_NaAz
235,5,0,0,DAPI_NaAz
744,77,1,0,DAPI_NaAz
498,36,1,0,DAPI_NaAz
345,72,0,0,DAPI_NaAz
36,5,0,0,DAPI_NaAz
316,66,1,0,DAPI_NaAz
192,62,0,0,DAPI_NaAz
243,51,1,0,DAPI_NaAz
271,165,0,0,DAPI_NaAz
429,95,1,0,DAPI_NaAz
201,13,0,0,DAPI_NaAz
189,50,1,0,DAPI_NaAz
493,8,1,0,DAPI_NaAz
6,16,0,0,DAPI_NaAz
155,131,0,0,DAPI_NaAz
832,48,0,0,DAPI_NaAz
183,65,0,0,DAPI_NaAz
249,29,0,0,DAPI_NaAz
472,137,1,0,DAPI_NaAz
304,32,0,0,DAPI_NaAz
201,84,1,0,DAPI_NaAz
156,24,0,0,DAPI_NaAz
41,20,0,0,DAPI_NaAz
684,7,0,0,DAPI_NaAz
615,100,1,0,DAPI_NaAz
165,689,1,0,DAPI_NaAz
255,68,0,0,DAPI_NaAz
361,27,0,0,DAPI_NaAz
465,75,0,0,DAPI_NaAz
501,126,1,0,DAPI_NaAz
159,73,0,0,DAPI_NaAz
627,75,1,0,DAPI_NaAz
510,24,0,0,DAPI_NaAz
309,61,0,0,DAPI_NaAz
315,32,0,0,DAPI_NaAz
481,38,1,0,DAPI_NaAz
213,3,1,0,DAPI_NaAz
349,16,0,0,DAPI_NaAz
1421,97,1,0,DAPI_NaAz
255,2,0,0,DAPI_NaAz
1479,27,0,0,DAPI_NaAz
265,57,0,0,DAPI_NaAz
355,61,1,0,DAPI_NaAz
377,20,1,0,DAPI_NaAz
246,74,1,0,DAPI_NaAz
326,126,1,0,DAPI_NaAz
1541,37,1,0,DAPI_NaAz
238,87,1,0,DAPI_NaAz
908,60,0,0,DAPI_NaAz
561,12,0,0,DAPI_NaAz
699,26,1,0,DAPI_NaAz
444,96,1,0,DAPI_NaAz
355,39,1,0,DAPI_NaAz
422,31,0,0,DAPI_NaAz
229,42,0,0,DAPI_NaAz
598,4,1,0,DAPI_NaAz
365,5,1,0,DAPI_NaAz
3148,126,0,0,DAPI_NaAz
489,14,0,0,DAPI_NaAz
284,68,1,0,DAPI_NaAz
244,3,0,0,DAPI_NaAz
266,46,1,0,DAPI_NaAz
369,6,1,0,DAPI_NaAz
1131,58,0,0,DAPI_NaAz
297,145,0,0,DAPI_NaAz
1269,19,1,0,DAPI_NaAz
576,21,0,0,DAPI_NaAz
438,50,1,0,DAPI_NaAz
964,4,1,0,DAPI_NaAz
507,21,0,0,DAPI_NaAz
321,128,1,0,DAPI_NaAz
333,23,0,0,DAPI_NaAz
700,39,1,0,DAPI_NaAz
463,86,1,0,DAPI_NaAz
272,51,1,0,DAPI_NaAz
1300,141,0,0,DAPI_NaAz
233,82,1,0,DAPI_NaAz
459,42,1,0,DAPI_NaAz
63,282,1,0,DAPI_NaAz
656,73,0,0,DAPI_NaAz
537,13,0,0,DAPI_NaAz
392,55,0,0,DAPI_NaAz
1594,116,1,0,DAPI_NaAz
364,10,1,0,DAPI_NaAz
296,48,1,0,DAPI_NaAz
1166,42,0,0,DAPI_NaAz
497,85,0,0,DAPI_NaAz
103,44,1,0,DAPI_NaAz
17,106,0,0,DAPI_NaAz
158,2,1,0,DAPI_NaAz
162,5,0,0,DAPI_NaAz
378,32,0,0,DAPI_NaAz
171,101,1,0,DAPI_NaAz
337,51,1,0,DAPI_NaAz
851,21,1,0,DAPI_NaAz
501,9,0,0,DAPI_NaAz
252,99,1,0,DAPI_NaAz
452,82,0,0,DAPI_NaAz
305,95,1,0,DAPI_NaAz
122,38,1,0,DAPI_NaAz
617,75,0,0,DAPI_NaAz
278,6,1,0,DAPI_NaAz
480,24,0,0,DAPI_NaAz
505,4,0,0,DAPI_NaAz
340,73,1,0,DAPI_NaAz
267,44,1,0,DAPI_NaAz
129,74,0,0,DAPI_NaAz
663,68,1,0,DAPI_NaAz
279,71,0,0,DAPI_NaAz
235,67,1,0,DAPI_NaAz
325,81,0,0,DAPI_NaAz
881,192,1,0,DAPI_NaAz
456,124,1,0,DAPI_NaAz
342,46,0,0,DAPI_NaAz
582,26,1,0,DAPI_NaAz
210,5,1,0,DAPI_NaAz
655,87,0,0,DAPI_NaAz
185,69,0,0,DAPI_NaAz
343,44,1,0,DAPI_NaAz
640,72,0,0,DAPI_NaAz
388,37,1,0,DAPI_NaAz
385,59,1,0,DAPI_NaAz
946,18,0,0,DAPI_NaAz
1240,164,0,0,DAPI_NaAz
1335,180,1,0,DAPI_NaAz
451,101,0,0,DAPI_NaAz
236,66,1,0,DAPI_NaAz
1357,19,1,0,DAPI_NaAz
1465,32,1,0,DAPI_NaAz
278,122,1,0,DAPI_NaAz
52,11,1,0,DAPI_NaAz
177,19,0,0,DAPI_NaAz
395,50,1,0,DAPI_NaAz
338,7,1,0,DAPI_NaAz
1028,41,0,0,DAPI_NaAz
282,37,1,0,DAPI_NaAz
259,48,0,0,DAPI_NaAz
743,14,1,0,DAPI_NaAz
1003,116,1,0,DAPI_NaAz
1232,94,1,0,DAPI_NaAz
529,92,0,0,DAPI_NaAz
197,90,1,0,DAPI_NaAz
708,17,0,0,DAPI_NaAz
316,127,0,0,DAPI_NaAz
617,111,0,0,DAPI_NaAz
415,79,0,0,DAPI_NaAz
757,38,1,0,DAPI_NaAz
252,63,1,0,DAPI_NaAz
244,36,1,0,DAPI_NaAz
684,29,0,0,DAPI_NaAz
888,35,1,0,DAPI_NaAz
597,38,0,0,DAPI_NaAz
1029,36,1,0,DAPI_NaAz
1126,12,0,0,DAPI_NaAz
308,76,0,0,DAPI_NaAz
835,23,0,0,DAPI_NaAz
145,70,1,0,DAPI_NaAz
1325,138,0,0,DAPI_NaAz
468,49,0,0,DAPI_NaAz
397,9,1,0,DAPI_NaAz
288,34,0,0,DAPI_NaAz
483,47,1,0,DAPI_NaAz
498,11,1,0,DAPI_NaAz
108,14,1,0,DAPI_NaAz
111,35,0,0,DAPI_NaAz
1273,43,0,0,DAPI_NaAz
263,51,1,0,DAPI_NaAz
719,10,1,0,DAPI_NaAz
561,10,1,0,DAPI_NaAz
88,14,0,0,DAPI_NaAz
345,33,1,0,DAPI_NaAz
455,19,1,0,DAPI_NaAz
1134,23,0,0,DAPI_NaAz
297,54,1,0,DAPI_NaAz
86,51,1,0,DAPI_NaAz
658,214,1,0,DAPI_NaAz
234,4,1,0,DAPI_NaAz
163,84,1,0,DAPI_NaAz
330,49,0,0,DAPI_NaAz
506,84,1,0,DAPI_NaAz
200,91,0,0,DAPI_NaAz
162,79,0,0,DAPI_NaAz
350,1973,1,0,DAPI_NaAz
174,21,0,0,DAPI_NaAz
339,133,1,0,DAPI_NaAz
771,109,0,0,DAPI_NaAz
294,112,0,0,DAPI_NaAz
445,41,0,0,DAPI_NaAz
385,86,0,0,DAPI_NaAz
211,16,1,0,DAPI_NaAz
176,17,0,0,DAPI_NaAz
341,78,1,0,DAPI_NaAz
397,75,1,0,DAPI_NaAz
478,66,1,0,DAPI_NaAz
452,63,1,0,DAPI_NaAz
77,37,1,0,DAPI_NaAz
408,35,0,0,DAPI_NaAz
369,131,1,0,DAPI_NaAz
329,35,0,0,DAPI_NaAz
799,65,0,0,DAPI_NaAz
43,36,1,0,DAPI_NaAz
1640,48,1,0,DAPI_NaAz
203,80,1,0,DAPI_NaAz
106,25,1,0,DAPI_NaAz
264,56,1,0,DAPI_NaAz
111,5,0,0,DAPI_NaAz
272,78,1,0,DAPI_NaAz
1067,15,0,0,DAPI_NaAz
534,99,1,0,DAPI_NaAz
1050,80,1,0,DAPI_NaAz
689,62,1,0,DAPI_NaAz
80,66,0,0,DAPI_NaAz
500,67,0,0,DAPI_NaAz
437,58,0,0,DAPI_NaAz
322,21,1,0,DAPI_NaAz
670,87,1,0,DAPI_NaAz
1832,53,0,0,DAPI_NaAz
323,7,1,0,DAPI_NaAz
318,15,1,0,DAPI_NaAz
348,133,1,0,DAPI_NaAz
980,135,1,0,DAPI_NaAz
326,38,1,0,DAPI_NaAz
306,77,0,0,DAPI_NaAz
192,139,1,0,DAPI_NaAz
271,79,1,0,DAPI_NaAz
648,78,0,0,DAPI_NaAz
388,1,0,0,DAPI_NaAz
199,45,1,0,DAPI_NaAz
423,58,0,0,DAPI_NaAz
70,113,1,0,DAPI_NaAz
1116,116,1,0,DAPI_NaAz
425,908,1,0,DAPI_NaAz
190,97,0,0,DAPI_NaAz
324,20,0,0,DAPI_NaAz
154,5,1,0,DAPI_NaAz
259,121,1,0,DAPI_NaAz
439,14,0,0,DAPI_NaAz
619,69,0,0,DAPI_NaAz
381,82,0,0,DAPI_NaAz
268,35,1,0,DAPI_NaAz
467,25,0,0,DAPI_NaAz
572,19,1,0,DAPI_NaAz
614,115,0,0,DAPI_NaAz
507,29,1,0,DAPI_NaAz
296,49,1,0,DAPI_NaAz
537,33,1,0,DAPI_NaAz
224,39,0,0,DAPI_NaAz
145,88,1,0,DAPI_NaAz
401,121,0,0,DAPI_NaAz
931,125,0,0,DAPI_NaAz
406,724,1,0,DAPI_NaAz
440,35,1,0,DAPI_NaAz
397,22,0,0,DAPI_NaAz
116,42,1,0,DAPI_NaAz
216,16,0,0,DAPI_NaAz
390,34,1,0,DAPI_NaAz
599,28,0,0,DAPI_NaAz
164,2452,0,0,EU_Cy5
156,7123,0,0,EU_Cy5
1155,16110,1,0,EU_Cy5
380,8422,1,0,EU_Cy5
260,4305,0,0,EU_Cy5
297,5064,1,0,EU_Cy5
169,4565,0,0,EU_Cy5
560,8117,1,0,EU_Cy5
326,3964,0,0,EU_Cy5
308,6631,0,0,EU_Cy5
194,3770,1,0,EU_Cy5
140,3838,0,0,EU_Cy5
328,3451,1,0,EU_Cy5
157,2342,0,0,EU_Cy5
859,9648,0,0,EU_Cy5
233,2704,1,0,EU_Cy5
182,286,0,0,EU_Cy5
278,5546,0,0,EU_Cy5
1903,32571,0,0,EU_Cy5
135,398,0,0,EU_Cy5
157,3651,0,0,EU_Cy5
193,2396,0,0,EU_Cy5
139,2535,0,0,EU_Cy5
303,4498,0,0,EU_Cy5
202,3326,0,0,EU_Cy5
255,4304,0,0,EU_Cy5
46,3101,0,0,EU_Cy5
202,3043,0,0,EU_Cy5
214,7511,0,0,EU_Cy5
732,12211,1,0,EU_Cy5
266,4700,0,0,EU_Cy5
417,3672,1,0,EU_Cy5
194,3663,1,0,EU_Cy5
348,4128,1,0,EU_Cy5
90,86,0,0,EU_Cy5
631,7828,1,0,EU_Cy5
174,2491,1,0,EU_Cy5
478,5719,1,0,EU_Cy5
349,4602,0,0,EU_Cy5
153,4163,0,0,EU_Cy5
185,3662,1,0,EU_Cy5
233,4896,0,0,EU_Cy5
147,4574,0,0,EU_Cy5
241,2023,0,0,EU_Cy5
108,2669,0,0,EU_Cy5
16,2437,0,0,EU_Cy5
343,5422,0,0,EU_Cy5
364,5657,1,0,EU_Cy5
384,3874,1,0,EU_Cy5
188,3286,1,0,EU_Cy5
51,2756,1,0,EU_Cy5
414,4154,0,0,EU_Cy5
625,6439,1,0,EU_Cy5
69,3161,0,0,EU_Cy5
160,3411,0,0,EU_Cy5
266,4348,1,0,EU_Cy5
73,3990,1,0,EU_Cy5
117,2941,0,0,EU_Cy5
85,2967,0,0,EU_Cy5
312,5535,0,0,EU_Cy5
507,4440,1,0,EU_Cy5
97,842,1,0,EU_Cy5
430,6412,1,0,EU_Cy5
292,5275,0,0,EU_Cy5
266,5173,0,0,EU_Cy5
271,7278,0,0,EU_Cy5
325,3190,0,0,EU_Cy5
510,9641,1,0,EU_Cy5
435,3341,1,0,EU_Cy5
403,5557,0,0,EU_Cy5
557,3666,1,0,EU_Cy5
497,9105,0,0,EU_Cy5
246,3686,0,0,EU_Cy5
376,5911,0,0,EU_Cy5
202,3827,0,0,EU_Cy5
209,3380,0,0,EU_Cy5
169,3568,0,0,EU_Cy5
495,6800,1,0,EU_Cy5
68,384,0,0,EU_Cy5
112,2902,0,0,EU_Cy5
564,8151,1,0,EU_Cy5
96,2793,0,0,EU_Cy5
241,4688,0,0,EU_Cy5
354,4676,1,0,EU_Cy5
152,3292,1,0,EU_Cy5
398,6357,0,0,EU_Cy5
97,2503,0,0,EU_Cy5
89,2791,0,0,EU_Cy5
263,4205,0,0,EU_Cy5
533,5342,1,0,EU_Cy5
354,6036,1,0,EU_Cy5
143,3929,0,0,EU_Cy5
549,183,1,0,EU_Cy5
273,6428,0,0,EU_Cy5
482,5667,1,0,EU_Cy5
31,199,1,0,EU_Cy5
126,5906,0,0,EU_Cy5
489,7477,1,0,EU_Cy5
516,5589,0,0,EU_Cy5
353,7171,0,0,EU_Cy5
291,6277,0,0,EU_Cy5
246,4312,1,0,EU_Cy5
80,58,0,0,EU_Cy5
172,2703,1,0,EU_Cy5
123,3285,0,0,EU_Cy5
602,5993,1,0,EU_Cy5
115,2722,0,0,EU_Cy5
259,3190,0,0,EU_Cy5
310,4141,0,0,EU_Cy5
88,3669,1,0,EU_Cy5
350,5724,1,0,EU_Cy5
593,7680,0,0,EU_Cy5
548,7904,1,0,EU_Cy5
101,4713,0,0,EU_Cy5
113,3372,0,0,EU_Cy5
244,6366,0,0,EU_Cy5
187,2884,0,0,EU_Cy5
576,9335,0,0,EU_Cy5
470,3826,0,0,EU_Cy5
540,8278,1,0,EU_Cy5
214,4053,0,0,EU_Cy5
254,7300,0,0,EU_Cy5
177,4122,1,0,EU_Cy5
39,3930,1,0,EU_Cy5
1240,11655,0,0,EU_Cy5
1334,11502,0,0,EU_Cy5
697,8394,0,0,EU_Cy5
328,4259,0,0,EU_Cy5
169,3694,0,0,EU_Cy5
237,9649,0,0,EU_Cy5
141,3028,0,0,EU_Cy5
218,3407,1,0,EU_Cy5
106,2331,1,0,EU_Cy5
272,4154,1,0,EU_Cy5
179,2092,1,0,EU_Cy5
136,2598,0,0,EU_Cy5
303,3762,0,0,EU_Cy5
419,966,0,0,EU_Cy5
245,3541,0,0,EU_Cy5
392,5755,1,0,EU_Cy5
389,8408,1,0,EU_Cy5
237,3741,1,0,EU_Cy5
520,6678,1,0,EU_Cy5
273,2976,0,0,EU_Cy5
480,11167,1,0,EU_Cy5
15,151,0,0,EU_Cy5
213,2425,1,0,EU_Cy5
236,2044,0,0,EU_Cy5
307,5370,0,0,EU_Cy5
107,2094,0,0,EU_Cy5
270,5081,0,0,EU_Cy5
447,6738,0,0,EU_Cy5
62,1987,0,0,EU_Cy5
145,266,1,0,EU_Cy5
133,4489,0,0,EU_Cy5
686,8782,0,0,EU_Cy5
312,3796,0,0,EU_Cy5
594,8701,0,0,EU_Cy5
69,4029,0,0,EU_Cy5
36,4500,0,0,EU_Cy5
185,4836,0,0,EU_Cy5
345,6757,1,0,EU_Cy5
311,341,1,0,EU_Cy5
597,8072,1,0,EU_Cy5
836,17867,0,0,EU_Cy5
45,162,0,0,EU_Cy5
455,8560,0,0,EU_Cy5
269,4513,0,0,EU_Cy5
228,3319,1,0,EU_Cy5
161,2988,0,0,EU_Cy5
266,3084,1,0,EU_Cy5
196,3906,0,0,EU_Cy5
142,3620,1,0,EU_Cy5
153,4519,1,0,EU_Cy5
163,5328,0,0,EU_Cy5
279,3944,1,0,EU_Cy5
204,4360,0,0,EU_Cy5
96,2591,0,0,EU_Cy5
235,776,1,0,EU_Cy5
411,6543,0,0,EU_Cy5
525,6472,0,0,EU_Cy5
96,4307,0,0,EU_Cy5
411,9768,0,0,EU_Cy5
164,2835,1,0,EU_Cy5
631,9178,1,0,EU_Cy5
139,6083,0,0,EU_Cy5
290,6589,1,0,EU_Cy5
433,6188,1,0,EU_Cy5
434,5800,1,0,EU_Cy5
352,5661,0,0,EU_Cy5
192,1651,0,0,EU_Cy5
92,406,0,0,EU_Cy5
307,3299,0,0,EU_Cy5
160,3623,0,0,EU_Cy5
334,5784,1,0,EU_Cy5
310,3466,0,0,EU_Cy5
273,4561,1,0,EU_Cy5
261,5096,0,0,EU_Cy5
361,7017,0,0,EU_Cy5
135,2705,0,0,EU_Cy5
328,7886,1,0,EU_Cy5
1031,7438,1,0,EU_Cy5
355,4315,0,0,EU_Cy5
461,5279,1,0,EU_Cy5
115,3655,0,0,EU_Cy5
138,3608,0,0,EU_Cy5
374,5641,1,0,EU_Cy5
258,3318,0,0,EU_Cy5
437,6901,0,0,EU_Cy5
276,5996,0,0,EU_Cy5
219,4041,0,0,EU_Cy5
89,1340,0,0,EU_Cy5
305,8111,0,0,EU_Cy5
215,4120,1,0,EU_Cy5
330,7900,0,0,EU_Cy5
276,4810,1,0,EU_Cy5
325,8895,0,0,EU_Cy5
172,7618,0,0,EU_Cy5
184,4562,0,0,EU_Cy5
290,3489,1,0,EU_Cy5
158,4140,0,0,EU_Cy5
302,4892,0,0,EU_Cy5
387,4774,0,0,EU_Cy5
267,6061,0,0,EU_Cy5
127,2849,0,0,EU_Cy5
388,3710,0,0,EU_Cy5
240,3618,0,0,EU_Cy5
349,6439,0,0,EU_Cy5
192,4138,0,0,EU_Cy5
222,2984,1,0,EU_Cy5
589,4548,1,0,EU_Cy5
360,4383,0,0,EU_Cy5
110,2995,0,0,EU_Cy5
125,6022,0,0,EU_Cy5
129,78,1,0,EU_Cy5
407,6624,1,0,EU_Cy5
3430,12995,0,0,EU_Cy5
114,4112,0,0,EU_Cy5
311,5073,0,0,EU_Cy5
367,8376,0,0,EU_Cy5
182,2810,0,0,EU_Cy5
194,5181,0,0,EU_Cy5
278,4086,1,0,EU_Cy5
21,71,1,0,EU_Cy5
521,6961,1,0,EU_Cy5
203,2338,0,0,EU_Cy5
623,7893,0,0,EU_Cy5
315,5166,0,0,EU_Cy5
155,3768,0,0,EU_Cy5
191,3822,1,0,EU_Cy5
224,6043,1,0,EU_Cy5
197,4045,0,0,EU_Cy5
195,465,0,0,EU_Cy5
180,2685,0,0,EU_Cy5
267,5403,0,0,EU_Cy5
215,3029,0,0,EU_Cy5
461,6923,0,0,EU_Cy5
377,4179,0,0,EU_Cy5
170,521,1,0,EU_Cy5
113,4129,0,0,EU_Cy5
211,5616,0,0,EU_Cy5
140,2886,0,0,EU_Cy5
421,4847,0,0,EU_Cy5
148,4944,0,0,EU_Cy5
124,4000,0,0,EU_Cy5
284,6035,1,0,EU_Cy5
300,6364,0,0,EU_Cy5
802,7205,0,0,EU_Cy5
429,5139,1,0,EU_Cy5
111,3744,0,0,EU_Cy5
221,10467,0,0,EU_Cy5
374,6815,0,0,EU_Cy5
255,4149,0,0,EU_Cy5
387,7630,0,0,EU_Cy5
399,5120,0,0,EU_Cy5
299,843,0,0,EU_Cy5
339,5298,1,0,EU_Cy5
315,5734,1,0,EU_Cy5
234,3523,0,0,EU_Cy5
91,4355,0,0,EU_Cy5
328,8783,0,0,EU_Cy5
184,5649,0,0,EU_Cy5
252,5430,0,0,EU_Cy5
44,1948,0,0,EU_Cy5
